,Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
730,WTSQ.SFB1CA,1996.03,2315.02,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
731,WTSQ.SFB1CA,1996.06,2348.29,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
732,WTSQ.SFB1CA,1996.09,2482.21,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
733,WTSQ.SFB1CA,1996.12,2454.25,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
734,WTSQ.SFB1CA,1997.03,2175.68,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
735,WTSQ.SFB1CA,1997.06,2395.74,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
736,WTSQ.SFB1CA,1997.09,2278.51,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
737,WTSQ.SFB1CA,1997.12,2359.12,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
738,WTSQ.SFB1CA,1998.03,2272.55,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
739,WTSQ.SFB1CA,1998.06,2255.1,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
740,WTSQ.SFB1CA,1998.09,2374.29,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
741,WTSQ.SFB1CA,1998.12,2464.22,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
742,WTSQ.SFB1CA,1999.03,2375.05,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
743,WTSQ.SFB1CA,1999.06,2755.47,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
744,WTSQ.SFB1CA,1999.09,3131.55,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
745,WTSQ.SFB1CA,1999.12,3042.16,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Unadjusted,
847,WTSQ.SFB1CS,1995.03,2193.611,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
848,WTSQ.SFB1CS,1995.06,2377.521,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
849,WTSQ.SFB1CS,1995.09,2425.338,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
850,WTSQ.SFB1CS,1995.12,2541.742,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
851,WTSQ.SFB1CS,1996.03,2455.871,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
852,WTSQ.SFB1CS,1996.06,2389.488,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
853,WTSQ.SFB1CS,1996.09,2405.093,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
854,WTSQ.SFB1CS,1996.12,2352.426,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
855,WTSQ.SFB1CS,1997.03,2312.413,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
856,WTSQ.SFB1CS,1997.06,2436.821,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
857,WTSQ.SFB1CS,1997.09,2206.058,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
858,WTSQ.SFB1CS,1997.12,2257.927,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
859,WTSQ.SFB1CS,1998.03,2422.859,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
860,WTSQ.SFB1CS,1998.06,2291.489,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
861,WTSQ.SFB1CS,1998.09,2298.683,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
862,WTSQ.SFB1CS,1998.12,2355.061,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
863,WTSQ.SFB1CS,1999.03,2537.259,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
864,WTSQ.SFB1CS,1999.06,2799.882,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
865,WTSQ.SFB1CS,1999.09,3029.797,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
866,WTSQ.SFB1CS,1999.12,2905.283,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
968,WTSQ.SFB1CT,1995.03,2218.593,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
969,WTSQ.SFB1CT,1995.06,2345.024,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
970,WTSQ.SFB1CT,1995.09,2460.255,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
971,WTSQ.SFB1CT,1995.12,2505.57,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
972,WTSQ.SFB1CT,1996.03,2467.565,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
973,WTSQ.SFB1CT,1996.06,2405.11,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
974,WTSQ.SFB1CT,1996.09,2388.118,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
975,WTSQ.SFB1CT,1996.12,2356.483,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
976,WTSQ.SFB1CT,1997.03,2324.672,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
977,WTSQ.SFB1CT,1997.06,2281.292,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
978,WTSQ.SFB1CT,1997.09,2229.131,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
979,WTSQ.SFB1CT,1997.12,2281.489,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
980,WTSQ.SFB1CT,1998.03,2354.576,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
981,WTSQ.SFB1CT,1998.06,2326.678,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
982,WTSQ.SFB1CT,1998.09,2287.319,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
983,WTSQ.SFB1CT,1998.12,2364.022,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
984,WTSQ.SFB1CT,1999.03,2542.233,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
985,WTSQ.SFB1CT,1999.06,2815.198,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
986,WTSQ.SFB1CT,1999.09,2965.523,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
987,WTSQ.SFB1CT,1999.12,2972.303,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Sales (operating income),Current prices,Trend,
1089,WTSQ.SFB9CA,1995.03,1250.47,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1090,WTSQ.SFB9CA,1995.06,1272.93,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1091,WTSQ.SFB9CA,1995.09,1339.23,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1092,WTSQ.SFB9CA,1995.12,1334.12,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1093,WTSQ.SFB9CA,1996.03,1302.74,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1094,WTSQ.SFB9CA,1996.06,1199.63,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1095,WTSQ.SFB9CA,1996.09,1295.79,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1096,WTSQ.SFB9CA,1996.12,1241.24,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1097,WTSQ.SFB9CA,1997.03,1240.35,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1098,WTSQ.SFB9CA,1997.06,1154.08,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1099,WTSQ.SFB9CA,1997.09,1147.88,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1100,WTSQ.SFB9CA,1997.12,1311.6,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1101,WTSQ.SFB9CA,1998.03,1282.37,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1102,WTSQ.SFB9CA,1998.06,1299.46,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1103,WTSQ.SFB9CA,1998.09,1224.66,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1104,WTSQ.SFB9CA,1998.12,1287.02,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1105,WTSQ.SFB9CA,1999.03,1258.81,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1106,WTSQ.SFB9CA,1999.06,1410.17,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1107,WTSQ.SFB9CA,1999.09,1438.56,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1108,WTSQ.SFB9CA,1999.12,1602.17,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Unadjusted,
1210,WTSQ.SFB9CS,1995.03,1250.47,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
1211,WTSQ.SFB9CS,1995.06,1272.93,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
1212,WTSQ.SFB9CS,1995.09,1339.23,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Machinery and equipment wholesaling,Total stocks,Current prices,Seasonally adjusted,
